Emotion,Text
joy,text like page worth feel repli shitti ass sorri
fear,je sui le seul la gare routir san car attendr alor que le mien part dan minut
sadness,yea doubt could come new york mani antigun law
joy,mention fresh destin also provid dedic room studio p
joy,time spent laugh time spent god japanes proverb
joy,babi come back home today
joy,done work night homework time
sadness,away defenc debat dr mowlam also yesterday spoke despair grow homeless problem constitu
joy,realli go miss
sadness,iqam chosen lectur best friend angri help
sadness,one woman alreadi job busi life surpris find sad felt children left home quick success
surprise,feel wors cant get back sleep
fear,loneli caus bad effect least expect lowest toler want im read
joy,aint mo wine jesu pass water pleas thirsti
joy,final apart someth right switch cabl provid open golf channel
sadness,keep meet difficulti experi hardli go
surprise,cri might happen today joy grief
neutral,oh
surprise,want pillow pet christma
anger,peopl say broke comput figur wrong die hous fire
fear,mon prof dsvt est flippant
sadness,soon get back home ill readi go back campu
joy,monday roll around life school consist either practic chiropractor
anger,dont get start stupid song orient around
fear,aggi look horrifi caught sight hors dung hobnail boot
anger,feel big hatr boy younger right
fear,si anch quella non sono per nient brava io il ho ricevimenti generali con genitori
fear,scare went examin hall msc examin studi limit partion cours thoroughli great doubt whether would ask
sadness,cant sing right sore throat love song
fear,horribl premonit vinc young win tonit stretch vick end play qb jet next year
surprise,found im gon na sarah bo barah ny one day eggcit
anger,boyfriend promis take see game tenni rang say go pub friend instead
sadness,truth mr wolski sad wish stay zoo longer
joy,excit mother oh new babi
fear,got ta feel anyway said former girl child soloist good semipro
fear,mom dad come room think someth bed
joy,your great holiday wknd got love famili moment happi birthday gram
joy,happi belov birthday good orgi ur wonder day n mani
sadness,weird may ever see friend class today
surprise,look like wild berri gummi sinc told us throw
sadness,walk town centr long enough invigor short enough avoid get miser cold
joy,whoa got bargain ask chees sauc good white bruddah cookin lasagna
sadness,news confer royal geograph societi london describ mental physic anguish day trek
joy,achiev first univers long string highest mark award conced pass
sadness,tutta quella fantasia nel nuovo flyer farina di qual sacco
joy,blast danc tonight song bring
anger,text someon know read still dont text back
anger,ohhhh stress guy wast time
sadness,funer friend kill car accid age mani friend present well famili etc
sadness,sumpah gue rindu lo gue kangen lo hanyalah lo yg gue pikirin saat ini
joy,estat agent overjoy elect result
sadness,heartbroken footbal whole life
anger,doctor look offend
joy,god tire hour minut left work go school oh
anger,scientist side noman land becom bitterli indign someon point extern influenc
fear,ah ouai daccord jimagin commenc avoir le mme la maison
fear,rememb fear doesnt exist anywher except mind dale carnegi
joy,half day school today tomorrow go instead go dr back
joy,see
neutral,im back
sadness,offici miss golden brown hair
surprise,haha dad told first didnt tell jack
fear,sneez simultan fart
joy,oksometim find take lot effort time come easili case must use find
surprise,first tweet happi belat birthday love
shame,jasper redden press lip togeth farralin look embarrass
sadness,friend mine call home phone back know want told diall wrong number
fear,nearli knock cycl
anger,love wake want put year old arm bar
joy,oh fuck ye brother move new room
joy,life alway fun need grab goofi
sadness,american horror stori wwhat head
joy,god must realli think handl lot
joy,great state elat
joy,serious get enough matthew atla listen north ep repeat
sadness,got exact mark arab exam air
joy,love burn hand degre oven
sadness,hoy comprob que cuando se esta en la oscuridad hasta la misma sombra lo abandona uno
fear,ppl think get loud suppos put heart way
anger,wrote must still b tire rt rt damn red angur tweet
joy,today day made rejoic glad
sadness,ik ben al vanaf uur bezig voor school djeeez en hett nog wel vrijdag
sadness,feel pain man
joy,give faith feet god give wing
neutral,sound good let go
surprise,h h net klaar van morgen nog schilderen
anger,sent book friend mine book meant lot lost
anger,could remind morn
anger,look furiou saw face peer made frantic sign us close curtain
joy,ah get mood next week great lineup workshop import peopl ahead
joy,fuck late work
fear,two hyena made cri nois window bedroom home prepar mce examin night
neutral,sorri know
fear,il stand ns fight ever run man
anger,haha im mad chick weav laptop
surprise,ohhhh dit wordt heel erg heeeeeeeeeeel erg
fear,time arriv strike heart fan cant wait
fear,write happi monday present midnight sunday sure quit happi
sadness,saw man scrub shoe rain walk past crazi hospit
sadness,would love tast yummi food mom brought cant tast shit caus im sick
surprise,guest arriv woo happi dddddd
sadness,know ill get first break pain naiv
sadness,ah show come total miss wood thought
sadness,grandfath die realiz much would miss
surprise,wait besti birthday parti
sadness,congrat also copi new book miss last page sauna chapter
disgust,never eat beef chicken anyth involv sort meat
neutral,cross road must alway pay attent what around
sadness,kpelert cant sleep n im tire play dress
anger,student work group show respons interest work
sadness,never realli paid type attent ryan dunn howev stumbl upon tribut special
neutral,hi walter
anger,empathi understand power diffus tool
fear,word miss dictionari find lem know mean attach
joy,one favourit past time wait rain number bu
sadness,spite everyth burun felt depress whole affair could understand
joy,honestli say dont think ive ever done shit exam
joy,thing brought day find dont tonsil discov lunch offic fridg chocol pud cup
joy,sunni tonighttomorrow raini day work im four day bc thanksgiv
sadness,still bed soo tire cant get lot coursework help
fear,mother sister sit sit room watch film tv father came home drunk told us turn switch fuse start shout sit dark afraid would us harm
anger,wise direct toward problem peopl focu answer
neutral,find us tabl ill get drink
neutral,possibl
joy,time famili guy sleep tomorrow shop camcord
anger,time someon let air tyre cycl
joy,mom decor whole insid hous today
anger,serena torn sisterli love annoy stella aggress insecur
surprise,eleanor thorn halfsat great bed astonish fresh absolut appeal idea
sadness,sadden learn peopl confer fail develop strategi action
joy,remov love look deepli hate shoe feet
joy,ever day feel full smile that today
joy,work hour wrist ach continu chop fill immens exhilar
fear,okay im scare ghost pleas dont ever come find
fear,footbal match went home car friend drove realiz drunk car madli race sever time danger situat told cautiou care
sadness,feel your love girl live thousand mile away
joy,hour mobil softwar applic secur meet await
sadness,feel like littl kid adult usual sister friend
fear,aim govern campaign make wholli obedi question alway question profit lose
anger,got low mark bsc final
surprise,boston tomorrow monster jam add artist
surprise,think friend famili go big near futur
joy,saw tv china gold medal asian olymp
anger,marriag osthryth sister king ecgfrith inhibit bestow royal favour wilfrid archbishop theodor engin reconcili offend parti
sadness,darl cant stay day
joy,greatest dancer life practic daili posit habit
fear,assum posit didnt expect
joy,basketbal gon na make break year
joy,field trip today
fear,heard joint first time brick day rt drake
joy,let skip final get christma
anger,peopl resprct opinion
anger,twitter includ whole phrase hashtag sometim
joy,elat excit anoth world
anger,one farmer livid could go local nation park chop wood barbecu
anger,find perfect journal articl essay pay read arggggggggggggh
joy,hospit visit someon quit unexpect
anger,cours silli girl went told livid would nt noth
anger,realli idea know thought realli curl hair
disgust,yet signific revuls amongst gener public toward use nuclear weapon save manpow
joy,cant fulli express joy feel someon wholeheartedli return smile cheer heart good medicin proverb
joy,great washer isnt drain guess ive got project tomorrow
fear,b healthi earli warn system keep us dangerbut import let life b rule fear
sadness,excit new year day till rememb wont ill get alon
neutral,bruno
joy,birthday got present desir long time
joy,hour listen someon speak genet
fear,cant forc heartach regret mind sorri could ever enough
fear,nevertheless maev sharp eye miss noth husband look exhaust troubl felt agit
